designer,show,look_number,image_url,style_tags,items_json
Chanel,Spring 2026 Couture,15,"https://assets.vogue.com/photos/69789d1badda26519311cef4/master/w_1024,c_limit/00015-chanel-spring-2026-couture-credit-gorunway.jpg","Minimalism,Quiet Luxury,New Classic","[{""category"": ""Shirt"", ""materials"": [""Sheer Fabric"", ""Linen""], ""pattern"": ""Checks/Plaid"", ""silhouette"": [""Relaxed"", ""Oversized""], ""construction"": [""Shirt Collar"", ""Patch Pockets""], ""decoration"": []}, {""category"": ""Shorts"", ""materials"": [""Sheer Fabric"", ""Linen""], ""pattern"": ""Checks/Plaid"", ""silhouette"": [""Relaxed"", ""High Rise""], ""construction"": [""Patch Pockets""], ""decoration"": []}, {""category"": ""Scarf"", ""materials"": [""Sheer Fabric"", ""Linen""], ""pattern"": ""Checks/Plaid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Shoes/Boots"", ""materials"": [""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Spring 2026 Couture,16,"https://assets.vogue.com/photos/69789d1c574a410388a9f374/master/w_1024,c_limit/00016-chanel-spring-2026-couture-credit-gorunway.jpg","Minimalism,Body-conscious Basics,Y2K","[{""category"": ""Top/Blouse"", ""materials"": [""Sheer Fabric""], ""pattern"": ""Solid"", ""silhouette"": [""Fitted/Waisted"", ""Cropped""], ""construction"": [""V-Neck""], ""decoration"": []}, {""category"": ""Pants/Trousers"", ""materials"": [""Denim"", ""Sheer Fabric""], ""pattern"": ""Solid"", ""silhouette"": [""Wide Leg/Flare"", ""Low Rise""], ""construction"": [], ""decoration"": []}, {""category"": ""Shirt"", ""materials"": [""Sheer Fabric""], ""pattern"": ""Solid"", ""silhouette"": [""Relaxed"", ""Oversized""], ""construction"": [], ""decoration"": []}, {""category"": ""Bag"", ""materials"": [""Metallic Fabric""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": [""Fringe""]}, {""category"": ""Shoes/Boots"", ""materials"": [""Suede"", ""Metallic Fabric""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Spring 2026 Couture,17,"https://assets.vogue.com/photos/69789d1e35be488f266e8930/master/w_1024,c_limit/00017-chanel-spring-2026-couture-credit-gorunway.jpg","Quiet Luxury,Minimalism,New Classic","[{""category"": ""Dress"", ""materials"": [""Fine Knit""], ""pattern"": ""Solid"", ""silhouette"": [""Fitted/Waisted"", ""Column""], ""construction"": [""High Neck""], ""decoration"": []}, {""category"": ""Jewelry/Accessory"", ""materials"": [""Metallic Fabric""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": [""Rhinestones"", ""Metal Hardware""]}, {""category"": ""Jewelry/Accessory"", ""materials"": [""Metallic Fabric""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": [""Rhinestones""]}, {""category"": ""Jewelry/Accessory"", ""materials"": [""Metallic Fabric""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": [""Rhinestones""]}, {""category"": ""Shoes/Boots"", ""materials"": [""Leather/Faux Leather""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Spring 2026 Couture,18,"https://assets.vogue.com/photos/69789d1e574a410388a9f376/master/w_1024,c_limit/00018-chanel-spring-2026-couture-credit-gorunway.jpg","Power Dressing,Quiet Luxury,New Classic","[{""category"": ""Jacket/Blazer"", ""materials"": [""Suiting Fabric""], ""pattern"": ""Solid"", ""silhouette"": [""Fitted/Waisted"", ""Shoulder Emphasis""], ""construction"": [""Statement Closure"", ""Wide Shoulders""], ""decoration"": [""Statement Buttons""]}, {""category"": ""Skirt"", ""materials"": [""Suiting Fabric""], ""pattern"": ""Solid"", ""silhouette"": [""Column"", ""Elongated""], ""construction"": [""Slits""], ""decoration"": [""Statement Buttons""]}, {""category"": ""Shoes/Boots"", ""materials"": [""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Jewelry/Accessory"", ""materials"": [""Metallic Fabric""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Spring 2026 Couture,19,"https://assets.vogue.com/photos/69789d204e03fa32b93303b1/master/w_1024,c_limit/00019-chanel-spring-2026-couture-credit-gorunway.jpg","Romantic,Artisanal/Craft","[{""category"": ""Dress"", ""materials"": [""Lace"", ""Mesh""], ""pattern"": ""Geometric"", ""silhouette"": [""Straight"", ""Elongated""], ""construction"": [""Asymmetry""], ""decoration"": [""Lace Trim"", ""Textured Inserts""]}, {""category"": ""Shoes/Boots"", ""materials"": [""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Spring 2026 Couture,20,"https://assets.vogue.com/photos/69789d22f8ba5e29ca3fa69b/master/w_1024,c_limit/00020-chanel-spring-2026-couture-credit-gorunway.jpg","Loud Luxury,New Femininity","[{""category"": ""Coat"", ""materials"": [""Artisanal Texture Fabric"", ""Fur/Faux Fur""], ""pattern"": ""Abstract"", ""silhouette"": [""Straight"", ""Oversized""], ""construction"": [""High Neck"", ""Extended Cuffs""], ""decoration"": [""Fringe""]}, {""category"": ""Shoes/Boots"", ""materials"": [""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Jewelry/Accessory"", ""materials"": [""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Spring 2026 Couture,21,"https://assets.vogue.com/photos/69789d22ceb3cf8e849def40/master/w_1024,c_limit/00021-chanel-spring-2026-couture-credit-gorunway.jpg","Loud Luxury,New Femininity,Romantic","[{""category"": ""Dress"", ""materials"": [""Metallic Fabric"", ""Artisanal Texture Fabric""], ""pattern"": ""Floral"", ""silhouette"": [""Fitted/Waisted"", ""Column""], ""construction"": [""High Neck""], ""decoration"": [""Sequins""]}, {""category"": ""Jewelry/Accessory"", ""materials"": [""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Shoes/Boots"", ""materials"": [""Leather/Faux Leather""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Spring 2026 Couture,22,"https://assets.vogue.com/photos/69789d226a5fe4e292c1a671/master/w_1024,c_limit/00022-chanel-spring-2026-couture-credit-gorunway.jpg","Loud Luxury,New Femininity,Romantic","[{""category"": ""Top/Blouse"", ""materials"": [""Textured Knit""], ""pattern"": ""Ombre"", ""silhouette"": [""Fitted/Waisted"", ""Cropped""], ""construction"": [""High Neck""], ""decoration"": []}, {""category"": ""Skirt"", ""materials"": [""Fur/Faux Fur"", ""Textured Knit""], ""pattern"": ""Abstract"", ""silhouette"": [""A-line"", ""High Rise""], ""construction"": [], ""decoration"": [""Textured Inserts"", ""Fringe""]}, {""category"": ""Shoes/Boots"", ""materials"": [""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Spring 2026 Couture,23,"https://assets.vogue.com/photos/69789d25ae588278d42f3caf/master/w_1024,c_limit/00023-chanel-spring-2026-couture-credit-gorunway.jpg","Loud Luxury,New Femininity","[{""category"": ""Dress"", ""materials"": [""Lace"", ""Fur/Faux Fur""], ""pattern"": ""Solid"", ""silhouette"": [""Fitted/Waisted"", ""Column""], ""construction"": [""High Neck"", ""Statement Closure""], ""decoration"": [""Lace Trim"", ""Fringe"", ""Statement Buttons""]}, {""category"": ""Shoes/Boots"", ""materials"": [""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Jewelry/Accessory"", ""materials"": [""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Jewelry/Accessory"", ""materials"": [""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Spring 2026 Couture,24,"https://assets.vogue.com/photos/69789d26eccce40c8b28ca90/master/w_1024,c_limit/00024-chanel-spring-2026-couture-credit-gorunway.jpg","Romantic,Artisanal/Craft,New Femininity","[{""category"": ""Dress"", ""materials"": [""Organza"", ""Artisanal Texture Fabric""], ""pattern"": ""Embroidery Print"", ""silhouette"": [""Fitted/Waisted"", ""Column""], ""construction"": [""Asymmetry"", ""Layered Details""], ""decoration"": [""Embroidery"", ""Appliqué"", ""Textured Inserts""]}, {""category"": ""Other"", ""materials"": [""Sheer Fabric""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Shoes/Boots"", ""materials"": [""Leather/Faux Leather""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Jewelry/Accessory"", ""materials"": [""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Spring 2026 Couture,25,"https://assets.vogue.com/photos/69789d263ad7b1bc59511205/master/w_1024,c_limit/00025-chanel-spring-2026-couture-credit-gorunway.jpg","Romantic,New Femininity,Artisanal/Craft","[{""category"": ""Dress"", ""materials"": [""Chiffon"", ""Organza""], ""pattern"": ""Patchwork"", ""silhouette"": [""A-line"", ""Slim Top + Volume Bottom""], ""construction"": [""Asymmetry"", ""Layered Details""], ""decoration"": [""Ruffles"", ""Appliqué"", ""Textured Inserts""]}, {""category"": ""Top/Blouse"", ""materials"": [""Artisanal Texture Fabric""], ""pattern"": ""Abstract"", ""silhouette"": [""Fitted/Waisted""], ""construction"": [""Off-Shoulder"", ""Puff Sleeves"", ""Layered Details""], ""decoration"": [""Ruffles"", ""Frills"", ""Textured Inserts""]}, {""category"": ""Shoes/Boots"", ""materials"": [""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Spring 2026 Couture,26,"https://assets.vogue.com/photos/69789d28057f9bbf0225b0eb/master/w_1024,c_limit/00026-chanel-spring-2026-couture-credit-gorunway.jpg","Minimalism,Quiet Luxury,New Classic","[{""category"": ""Dress"", ""materials"": [""Fine Knit""], ""pattern"": ""Solid"", ""silhouette"": [""Straight"", ""Column""], ""construction"": [""High Neck""], ""decoration"": []}, {""category"": ""Cape/Poncho"", ""materials"": [""Chiffon"", ""Sheer Fabric""], ""pattern"": ""Solid"", ""silhouette"": [""Elongated""], ""construction"": [""Asymmetry""], ""decoration"": []}, {""category"": ""Shoes/Boots"", ""materials"": [""Suede""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Jewelry/Accessory"", ""materials"": [""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Spring 2026 Couture,27,"https://assets.vogue.com/photos/69789d29f8ba5e29ca3fa69e/master/w_1024,c_limit/00027-chanel-spring-2026-couture-credit-gorunway.jpg","Quiet Luxury,New Classic,Ladylike","[{""category"": ""Jacket/Blazer"", ""materials"": [""Bouclé"", ""Textured Knit""], ""pattern"": ""Solid"", ""silhouette"": [""Cropped"", ""Fitted/Waisted""], ""construction"": [], ""decoration"": [""Statement Buttons""]}, {""category"": ""Skirt"", ""materials"": [""Bouclé"", ""Textured Knit""], ""pattern"": ""Solid"", ""silhouette"": [""A-line""], ""construction"": [], ""decoration"": [""Textured Inserts"", ""Appliqué""]}, {""category"": ""Top/Blouse"", ""materials"": [""Lace""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [""Stand Collar""], ""decoration"": [""Lace Trim""]}, {""category"": ""Shoes/Boots"", ""materials"": [""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Spring 2026 Couture,28,"https://assets.vogue.com/photos/69789d2925a97e6591aff504/master/w_1024,c_limit/00028-chanel-spring-2026-couture-credit-gorunway.jpg","Loud Luxury,New Femininity,Romantic","[{""category"": ""Jacket/Blazer"", ""materials"": [""Textured Knit""], ""pattern"": ""Solid"", ""silhouette"": [""Relaxed"", ""Oversized""], ""construction"": [], ""decoration"": [""Ruffles"", ""Statement Buttons""]}, {""category"": ""Skirt"", ""materials"": [""Chiffon""], ""pattern"": ""Solid"", ""silhouette"": [""A-line""], ""construction"": [], ""decoration"": [""Ruffles""]}, {""category"": ""Jewelry/Accessory"", ""materials"": [""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Shoes/Boots"", ""materials"": [""Leather/Faux Leather""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Spring 2026 Couture,29,"https://assets.vogue.com/photos/69789d2b0a377579d04bf654/master/w_1024,c_limit/00029-chanel-spring-2026-couture-credit-gorunway.jpg","Loud Luxury,New Femininity,Quiet Status","[{""category"": ""Dress"", ""materials"": [""Textured Knit"", ""Artisanal Texture Fabric""], ""pattern"": ""Solid"", ""silhouette"": [""Fitted/Waisted"", ""Column""], ""construction"": [""High Neck""], ""decoration"": [""Textured Inserts""]}, {""category"": ""Jewelry/Accessory"", ""materials"": [""Metallic Fabric""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Shoes/Boots"", ""materials"": [""Leather/Faux Leather""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Spring 2026 Couture,30,"https://assets.vogue.com/photos/69789d2c6e0e99da7f47cbcc/master/w_1024,c_limit/00030-chanel-spring-2026-couture-credit-gorunway.jpg","New Femininity,Romantic,Quiet Luxury","[{""category"": ""Gown/Evening"", ""materials"": [""Fine Knit"", ""Lace""], ""pattern"": ""Solid"", ""silhouette"": [""Fitted/Waisted"", ""Column""], ""construction"": [""High Neck""], ""decoration"": [""Lace Trim""]}, {""category"": ""Skirt"", ""materials"": [""Organza"", ""Chiffon""], ""pattern"": ""Solid"", ""silhouette"": [""Volume Top + Slim Bottom""], ""construction"": [""Asymmetry"", ""Layered Details""], ""decoration"": [""Fringe"", ""Ruffles""]}, {""category"": ""Shoes/Boots"", ""materials"": [""Satin""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Spring 2026 Couture,31,"https://assets.vogue.com/photos/69789d2c057f9bbf0225b0ed/master/w_1024,c_limit/00031-chanel-spring-2026-couture-credit-gorunway.jpg","Power Dressing,Quiet Luxury,New Classic","[{""category"": ""Jacket/Blazer"", ""materials"": [""Suiting Fabric""], ""pattern"": ""Solid"", ""silhouette"": [""Fitted/Waisted"", ""Shoulder Emphasis""], ""construction"": [""Statement Closure""], ""decoration"": [""Statement Buttons""]}, {""category"": ""Skirt"", ""materials"": [""Chiffon"", ""Sheer Fabric""], ""pattern"": ""Solid"", ""silhouette"": [""A-line"", ""Elongated""], ""construction"": [], ""decoration"": [""Fringe""]}, {""category"": ""Shoes/Boots"", ""materials"": [""Leather/Faux Leather""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Jewelry/Accessory"", ""materials"": [""Metallic Fabric""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Spring 2026 Couture,32,"https://assets.vogue.com/photos/69789d2eb4e7674ea17fdfe0/master/w_1024,c_limit/00032-chanel-spring-2026-couture-credit-gorunway.jpg","Minimalism,Quiet Luxury,New Classic","[{""category"": ""Dress"", ""materials"": [""Fine Knit""], ""pattern"": ""Solid"", ""silhouette"": [""Fitted/Waisted"", ""Column""], ""construction"": [""High Neck""], ""decoration"": []}, {""category"": ""Top/Blouse"", ""materials"": [""Velvet""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [""Shirt Collar""], ""decoration"": []}, {""category"": ""Shoes/Boots"", ""materials"": [""Leather/Faux Leather""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Spring 2026 Couture,33,"https://assets.vogue.com/photos/6978d3a10070474b19f6a727/master/w_1024,c_limit/00033-chanel-spring-2026-couture-credit-gorunway.jpg","Loud Luxury,New Femininity,Romantic","[{""category"": ""Cape/Poncho"", ""materials"": [""Fur/Faux Fur""], ""pattern"": ""Solid"", ""silhouette"": [""Oversized"", ""Cocoon""], ""construction"": [], ""decoration"": []}, {""category"": ""Gown/Evening"", ""materials"": [""Satin""], ""pattern"": ""Solid"", ""silhouette"": [""Column"", ""High Rise""], ""construction"": [""High Neck""], ""decoration"": []}, {""category"": ""Shoes/Boots"", ""materials"": [""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Spring 2026 Couture,34,"https://assets.vogue.com/photos/69789d2f5892d59110a0d01f/master/w_1024,c_limit/00034-chanel-spring-2026-couture-credit-gorunway.jpg","Loud Luxury,New Femininity","[{""category"": ""Dress"", ""materials"": [""Textured Knit""], ""pattern"": ""Solid"", ""silhouette"": [""Column"", ""Elongated""], ""construction"": [""High Neck""], ""decoration"": []}, {""category"": ""Skirt"", ""materials"": [""Fur/Faux Fur""], ""pattern"": ""Solid"", ""silhouette"": [""A-line"", ""Volume Top + Slim Bottom""], ""construction"": [""Layered Details"", ""Flounces""], ""decoration"": []}, {""category"": ""Shoes/Boots"", ""materials"": [""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Spring 2026 Couture,35,"https://assets.vogue.com/photos/69789d3025a97e6591aff506/master/w_1024,c_limit/00035-chanel-spring-2026-couture-credit-gorunway.jpg","Quiet Luxury,New Classic,Ladylike","[{""category"": ""Top/Blouse"", ""materials"": [""Fine Knit""], ""pattern"": ""Solid"", ""silhouette"": [""Straight"", ""Fitted/Waisted""], ""construction"": [""High Neck""], ""decoration"": []}, {""category"": ""Top/Blouse"", ""materials"": [""Fine Knit""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [""Flounces""], ""decoration"": [""Fringe""]}, {""category"": ""Skirt"", ""materials"": [""Fine Knit""], ""pattern"": ""Solid"", ""silhouette"": [""Column"", ""High Rise""], ""construction"": [], ""decoration"": []}, {""category"": ""Jewelry/Accessory"", ""materials"": [""Metallic Fabric""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": [""Rhinestones""]}, {""category"": ""Jewelry/Accessory"", ""materials"": [""Metallic Fabric""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": [""Rhinestones""]}, {""category"": ""Shoes/Boots"", ""materials"": [""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Spring 2026 Couture,36,"https://assets.vogue.com/photos/69789d3304029ce823e2b3ec/master/w_1024,c_limit/00036-chanel-spring-2026-couture-credit-gorunway.jpg","New Femininity,Loud Luxury,Artisanal/Craft","[{""category"": ""Dress"", ""materials"": [""Suiting Fabric"", ""Textured Knit""], ""pattern"": ""Geometric"", ""silhouette"": [""Fitted/Waisted"", ""Column""], ""construction"": [""Waist Seam"", ""High Neck""], ""decoration"": [""Ruffles"", ""Appliqué"", ""Textured Inserts""]}, {""category"": ""Shoes/Boots"", ""materials"": [""Suede""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Spring 2026 Couture,37,"https://assets.vogue.com/photos/69789d32c80cab4c88da8c3d/master/w_1024,c_limit/00037-chanel-spring-2026-couture-credit-gorunway.jpg","New Femininity,Romantic,Loud Luxury","[{""category"": ""Gown/Evening"", ""materials"": [""Crinkled Texture"", ""Organza""], ""pattern"": ""Ombre"", ""silhouette"": [""Column"", ""Elongated""], ""construction"": [""High Neck""], ""decoration"": [""Ruffles"", ""Frills""]}, {""category"": ""Jewelry/Accessory"", ""materials"": [""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": [""Rhinestones""]}, {""category"": ""Shoes/Boots"", ""materials"": [""Suede""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Spring 2026 Couture,38,"https://assets.vogue.com/photos/69789d335892d59110a0d021/master/w_1024,c_limit/00038-chanel-spring-2026-couture-credit-gorunway.jpg","Power Dressing,New Classic,Office Aesthetic","[{""category"": ""Suit"", ""materials"": [""Suiting Fabric""], ""pattern"": ""Solid"", ""silhouette"": [""Fitted/Waisted"", ""Elongated""], ""construction"": [""Darts"", ""Princess Seams"", ""Wide Shoulders""], ""decoration"": []}, {""category"": ""Top/Blouse"", ""materials"": [""Textured Knit""], ""pattern"": ""Solid"", ""silhouette"": [""Fitted/Waisted""], ""construction"": [""High Neck""], ""decoration"": []}, {""category"": ""Knitwear/Cardigan"", ""materials"": [""Chunky Knit""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Shoes/Boots"", ""materials"": [""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Spring 2026 Couture,39,"https://assets.vogue.com/photos/69789d356e76dada5c2905b3/master/w_1024,c_limit/00039-chanel-spring-2026-couture-credit-gorunway.jpg","Power Dressing,New Classic,Quiet Luxury","[{""category"": ""Jacket/Blazer"", ""materials"": [""Metallic Fabric"", ""Tweed""], ""pattern"": ""Abstract"", ""silhouette"": [""Straight"", ""Elongated""], ""construction"": [""Statement Closure""], ""decoration"": [""Statement Buttons""]}, {""category"": ""Dress"", ""materials"": [""Metallic Fabric"", ""Tweed""], ""pattern"": ""Abstract"", ""silhouette"": [""Straight"", ""Elongated""], ""construction"": [], ""decoration"": []}, {""category"": ""Top/Blouse"", ""materials"": [""Lace""], ""pattern"": ""Floral"", ""silhouette"": [""Fitted/Waisted""], ""construction"": [""High Neck""], ""decoration"": [""Embroidery""]}, {""category"": ""Shoes/Boots"", ""materials"": [""Leather/Faux Leather""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Jewelry/Accessory"", ""materials"": [""Metallic Fabric""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Spring 2026 Couture,40,"https://assets.vogue.com/photos/6978d3a107d6d62b3cfa15d6/master/w_1024,c_limit/00040-chanel-spring-2026-couture-credit-gorunway.jpg","New Femininity,Romantic,Loud Luxury","[{""category"": ""Dress"", ""materials"": [""Chiffon"", ""Fine Knit""], ""pattern"": ""Solid"", ""silhouette"": [""Fitted/Waisted"", ""Column""], ""construction"": [""Off-Shoulder"", ""Draping"", ""Gathers""], ""decoration"": [""Ruffles""]}, {""category"": ""Cape/Poncho"", ""materials"": [""Chiffon""], ""pattern"": ""Solid"", ""silhouette"": [""Oversized"", ""Cocoon""], ""construction"": [""Pleats"", ""Draping""], ""decoration"": []}, {""category"": ""Shoes/Boots"", ""materials"": [""Suede"", ""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Spring 2026 Couture,41,"https://assets.vogue.com/photos/69789d36eeafe78afd7753cd/master/w_1024,c_limit/00041-chanel-spring-2026-couture-credit-gorunway.jpg","Loud Luxury,Romantic","[{""category"": ""Gown/Evening"", ""materials"": [""Artisanal Texture Fabric""], ""pattern"": ""Floral"", ""silhouette"": [""Column"", ""Elongated""], ""construction"": [""High Neck""], ""decoration"": [""Appliqué"", ""Textured Inserts""]}, {""category"": ""Shoes/Boots"", ""materials"": [""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Spring 2026 Couture,42,"https://assets.vogue.com/photos/69789d38d77352f41aaae566/master/w_1024,c_limit/00042-chanel-spring-2026-couture-credit-gorunway.jpg","Loud Luxury,New Femininity","[{""category"": ""Top/Blouse"", ""materials"": [""Artisanal Texture Fabric""], ""pattern"": ""Abstract"", ""silhouette"": [""Fitted/Waisted""], ""construction"": [""High Neck""], ""decoration"": [""Sequins"", ""Rhinestones""]}, {""category"": ""Skirt"", ""materials"": [""Artisanal Texture Fabric""], ""pattern"": ""Embroidery Print"", ""silhouette"": [""Straight""], ""construction"": [], ""decoration"": [""Embroidery"", ""Sequins""]}, {""category"": ""Pants/Trousers"", ""materials"": [""Artisanal Texture Fabric""], ""pattern"": ""Abstract"", ""silhouette"": [""Slim Leg""], ""construction"": [], ""decoration"": [""Sequins"", ""Rhinestones""]}, {""category"": ""Shoes/Boots"", ""materials"": [""Metallic Fabric""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Jewelry/Accessory"", ""materials"": [""Metallic Fabric""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Jewelry/Accessory"", ""materials"": [""Metallic Fabric""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Spring 2026 Couture,43,"https://assets.vogue.com/photos/6978d3a407d6d62b3cfa15d8/master/w_1024,c_limit/00043-chanel-spring-2026-couture-credit-gorunway.jpg","Power Dressing,Quiet Luxury,New Classic","[{""category"": ""Jacket/Blazer"", ""materials"": [""Suiting Fabric""], ""pattern"": ""Solid"", ""silhouette"": [""Fitted/Waisted"", ""Shoulder Emphasis""], ""construction"": [""High Neck"", ""Statement Closure""], ""decoration"": [""Lace Trim"", ""Statement Buttons"", ""Embroidery""]}, {""category"": ""Pants/Trousers"", ""materials"": [""Suiting Fabric""], ""pattern"": ""Solid"", ""silhouette"": [""Fitted/Waisted"", ""Slim Leg""], ""construction"": [], ""decoration"": []}, {""category"": ""Jewelry/Accessory"", ""materials"": [""Other""], ""pattern"": ""Floral"", ""silhouette"": [], ""construction"": [], ""decoration"": [""Embroidery"", ""Sequins""]}, {""category"": ""Shoes/Boots"", ""materials"": [""Leather/Faux Leather""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
Chanel,Spring 2026 Couture,44,"https://assets.vogue.com/photos/69789d39057f9bbf0225b0f0/master/w_1024,c_limit/00044-chanel-spring-2026-couture-credit-gorunway.jpg","New Femininity,Romantic,Artisanal/Craft","[{""category"": ""Cape/Poncho"", ""materials"": [""Ribbed Knit""], ""pattern"": ""Geometric"", ""silhouette"": [""Oversized"", ""Volume Top + Slim Bottom""], ""construction"": [""Layered Details""], ""decoration"": [""Contrast Stitching""]}, {""category"": ""Dress"", ""materials"": [""Crinkled Texture"", ""Textured Knit""], ""pattern"": ""Solid"", ""silhouette"": [""Elongated"", ""Column""], ""construction"": [""Asymmetry"", ""Layered Details""], ""decoration"": [""Fringe"", ""Textured Inserts""]}, {""category"": ""Shoes/Boots"", ""materials"": [""Suede"", ""Satin""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}, {""category"": ""Jewelry/Accessory"", ""materials"": [""Other""], ""pattern"": ""Solid"", ""silhouette"": [], ""construction"": [], ""decoration"": []}]"
